text_a,label
"California’s proposed tobacco tax ""diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who don't have to help even one more patient.""",4
"In Sauk City, Wisconsin, ""the ID office"" that provides identification for voting ""is only open on the fifth Wednesday of every month"" -- a total of four days in 2016.",3
"In ad attacking Rick Scott, says three executives of the Columbia/HCA hospital chain he ran were indicted.",1
Georgia has some of the highest gas taxes in the Southeast but one of the lowest taxes on gasoline for transportation in the nation.,3
"""Right now, four in 10 public schools in our state are at least 50 years old.""",3
"Says under Mayor Cory Booker, Newark has seen ""violent crime up five years in a row, murder up five years in a row.""",1
"""Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.""",0
"""Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.""",0
"Says Florida U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are Socialists.",2
"""The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.""",2
"""The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and we've never had an accident.""",0
Says Thai police found bodies of children with their organs removed.,2
"""Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.""",3
Says Mitt Romney and Bain Capital are to blame in a woman’s premature death when they closed the plant where her husband worked.,5
"""The FBI has reopened its investigation into Hillary Clinton ... and discovered another 650,000 emails.""",1
"""What we have done with the PATRIOT Act, we've given the government enormous powers. We've given the government the right to reach deeply into people's private lives, into their business affairs, without a court order.""",1
"The National Science Foundation awarded $700,000 to fund a climate change musical.",0
"Says U.S. greenhouse gas ""emissions are at 20-year lows.""",4
"""Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare.""",2
Wall Street megabanks that received bailouts in 2009 now get taxpayer-funded advantages not available to community banks in Ohio.,1
"""Under President Obama: $4,000 tax hike on middle-class families.""",2
"""You look at today, only half the 30-year-olds are doing better than their parents were at age 30. When I was being raised, it was 90%.""",3
"Says Majority Leader Eric Cantor called for ""abolishing Social Security and Medicare.""",5
"""Inflation-adjusted defense spending has declined 21 percent since 2010, and even if we discount the drawdowns in Iraq and Afghanistan, it has still declined by a dangerous 12 percent.""",3
"Says Ron Johnson ""is benefiting from several super PACs, I am not.""",5
"""More than once, I've actually had a conversation with the protesters on substance.""",0
"In Ohio, due to Medicaid expansion, ""nearly 60,000 disabled citizens are stuck on waiting lists ... leaving them without the care they need for months or even years.""",5
Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.,0
"""I have the No. 1 show on NBC.""",1
"""Donald Trump sued the City of Palm Beach when he bought a segregated club, Mar A Lago, to open it to Jews & Blacks.""",4
"Says the ""number-one source"" of illegal immigration ""is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again.""",5
"""Malia Obama Fired From Cushy Internship At Spanish Embassy""",2
"In the wake of hurricanes Katrina and Rita, offshore drilling ""did not cause any real difficulties.""",1
"""Donna Campbell has called for ending all federal funding for education""",3
"McCain is ""selectively editing Joe Biden's words...Biden actually said about Barack Obama: 'They're gonna find out this guy's got steel in his spine.'""",4
"Obama said he would ""stand with the Muslims should the political winds shift in an ugly direction.""",5
"""After my first year as governor, I was one of the most unpopular governors, maybe the most unpopular governor in the country. ... It changed.""",0
"""When you look for a job, you can't find it and you give up. You are now considered statistically employed.""",5
"Under a new law, doctors performing drug-induced abortions could be charged if women don’t return to them for follow-up care",5
My office is about a 300-step walk to the governor's office.,3
"The Affordable Care Act says that ""at age 76 when you most need it most, you are not eligible for cancer treatment. …  Cancer hospital will ration care according to the patient's age.""",2
"""I'm the only governor in America ... who signed a law that says there needs to be an independent investigation any time there's a death of someone in police custody.""",0
"Florida taxpayers ""pay tens of millions of dollars a year to feed and house in our prison system criminal illegal aliens.""",4
"""Trump’s Android device believed to be source of recent White House leaks.""",2
"""Private insurance companies in this country spend between 12 and 18 percent on administration costs. The cost of administering the Medicare program, a very popular program that works well for our seniors, is 2 percent. We can save approximately $500 billion a year just in administration costs.""",1
"""Under the clear letter of the law, (Justice Clarence Thomas) must recuse himself"" from the case challenging the constitutionality of the health care law.",1
"""John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices.""",5
"""Breaking: Trump fires deputy attorney general Rod Rosenstein, raising questions over Mueller’s fate.""",2
"""We will have more people enter our country illegally than were born in this country in one year.""",2
"""I cast the deciding vote extending Medicaid health care coverage to 50,000 of our fellow citizens,""",4
"""Obama’s Private ‘security’ Company Sets Up Massive Camps Outside 3 Major Cities.""",2
"A poll taken ""a few months ago"" found ""70 percent approval or higher"" for the Act 10 collective bargaining law.",5
"In 2001, former Federal Reserve chairman Alan Greenspan ""justified increasing spending and cutting taxes, saying that we didn't really need to pay down the debt.""",4
"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",0
"""We're spending $1 trillion a year on our foreign policy.""",0
"Says the former president of the Czech Republic said the American people were a ""confederacy of fools"" for electing Barack Obama.",2
On the Iran nuclear deal,1
"Says Bill White's program to bring dropouts back to school was ""so successful that almost every city in our state has replicated"" it.",1
"Says President Barack Obama’s overturning of the Mexico City Policy means federal tax dollars can be used ""to fund abortion all over the world.""",4
"Says under federal law ""we do not have any limitation on the number of guns and bullets we can buy.""",0
"""The benefits that were offered to me as a congressman don’t even compare to the benefits that you get as a state employee. I just experienced that myself. They’re not nearly as good.""",1
"Says ""I have been through the gauntlet, when we had riots in that Capitol.""",2
"""Right now, the (Congressional Budget Office) says up to 20 million people will lose their insurance as Obamacare goes into effect next year.""",5
On letting Occupy Atlanta protesters stay in Woodruff Park.,0
"In the past year, DeKalb has ""attracted and retained more than 2,300 jobs.""",3
"""At the request of Democrats, it will be a steel barrier rather than a concrete wall.""",5
"""Chicago is experiencing right now the highest employment since 1950.""",5
"Says in U.S. Congress, members ""don’t even have to be on the floor for debates or votes.""",1
"Says Tom Barrett ""voted to ban 15 different kinds of guns, even a lot of common deer rifles.""",4
"In the primary election, a ""right-wing group spent more than $100,000,000 to support"" Supreme Court Justice Rebecca Bradley.",5
"""The Clinton Foundation gives less than 10 (percent in direct aid). In 2013, they raised 140 million bucks, gave $9 million to people in direct aid.""",4
"Says Russian President Vladimir Putin got a standing ovation from the Duma after he gave a speech saying Muslims are ""taking over"" other countries but won't take over Russia.",2
"Says the Koch brothers want to ""protect tax cuts for companies that ship our jobs overseas.""",5
"""From the release of a child rapist from the Dominican Republican to that of an Italian drug smuggler, Philadelphians have already been put in direct danger by Mayor Kenney’s policy of blocking local law enforcement from participating with federal immigration authorities.""",4
"""Every single strawberry that is served to Members of Congress will have passed through the rough hands of an undocumented immigrant.""",1
"The medical marijuana ballot initiative ""doesn’t require a physician writing a prescription"" and can be for conditions like ""having a back that needs to be scratched.""",1
Says John Kitzhaber wants a sales tax so people without jobs pay taxes.,2
"Terry McAuliffe ""wants to raise your taxes $1,700 to pay for his infinite promises.""",5
"""America is one of the highest-taxed nations in the world.""",4
"""Just look at what the FBI director said about her (Hillary Clinton) — her misconduct  is a disgrace and embarrassment to our country.""",5
"Rick Scott ""has said that he would do away with the Department of Community Affairs.""",5
"""In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror.""",3
"""In Austin, Texas, the average homeowner is paying about $1,300 to $1,400 just for recapture,"" meaning funds spent in non-Austin school districts.",0
"Cuts in local government and school funding in John Kasich’s budget caused ""many communities to seek school levies, local tax increases, layoffs.""",1
"Giving a committee chair’s stipend in the New York State Senate to another member of that committee ""has been, in fact, a legislative practice for decades.""",5
"""Newly Elected Republican Senators Sign Pledge to Eliminate Food Stamp Program in 2015.""",2
"""We’ve seen highway fatalities actually decrease in Colorado"" since marijuana use was legalized.",1
"U.S. Sen. Bill Nelson was ""the deciding vote for the health care law.""",4
Quotes Sen. Lindsey Graham as saying President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”,2
"""New Hampshire has lost more jobs to China than any other state.""",1
"""The average family not in the top 10 percent makes less money today than they were making a generation ago.""",3
"""The noise (from windmills) causes cancer.""",2
"Says the Democratic presidential candidates ""support giving illegal immigrants free health care at our expense.""",4
"""I've always said it's (offshore drilling) up to the states and I still say that.""",3
"""The various offices of state government have purchased more than $11 million in vehicles, not counting leases, for use from the Governor on down during the last two years.""",3
"""Obama's Justice-designate Sotomayor threw out (the New Haven firefighters') lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of 'talk to the hand.'""",5
"Georgia is one of three states that ""effectively have no regulations whatsoever on lobbyists giving to legislators.""",0
John McCain said last year he didn't know of a solution to the mortgage crisis.,0
"Says potential GOP U.S. Senate candidate Tommy Thompson supported ""Obamacare""",1
"Says Sean Hannity told listeners of his radio show that ""Beto O’Rourke is asking for help in getting undocumented to vote.""",0
"""No one knows who bought the [38 Studios] bonds. And there was some language put in the bond offer that they must remain anonymous.""",1
"A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state ""employment commission reinstated the person.""",3
"In North Carolina, ""now we're near the national average"" for unemployment.",1
"Says ""only one other senator from either party over the last 25 years"" has ""a worse record on bipartisanship"" than Ted Cruz.",0
"""The American murder rate is 50 times that of any other developed nation.""",5
Oil companies are able to sell oil that costs no more to produce today than it did one year ago.,3
“Even Fairfax County doesn’t pay the kind of (school administration) salaries that Richmond is paying right now.”,5
"""(George) Soros Provides Migrants With Prepaid Debit Cards To Fund Illegal Journeys""",5
Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.,4
Says a video proves Pelosi “was planning” to rip up President Donald Trump’s State of the Union address “from the start.”,5
"The city of Clarkston ""can’t decriminalize marijuana. Only state legislators and Congress can do that.""",0
The federal government has made investments in science and technology inventing the products that led to the creation of Google.,3
"""Abolishing the Electoral College would make Los Angeles County stronger than 43 states.""",5
"""My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, 'Here's how you need to sell cap-and-trade to the American people.' """,2
"Says he could be ""the first president in modern history to be outspent.""",4
"Says Joe Sestak ""voted to gut Medicare ... reducing benefits for 854,489 seniors"" and jeopardizing ""access to care for millions.""",4
"""Nancy Pelosi's Son Paul Jr. Was Exec at 'Ukraine-Based Gas Company,' Similar to Hunter Biden""",5
"""Texans pay the sixth-highest property tax in the nation.""",3
"""The only housing authority in the state that we have actually given money to is NYCHA.""",5
"Says Craig Huey called Planned Parenthood a ""murder mill.""",0
"The Miami Dolphins ""are the only NFL team in the entire nation that pays property taxes.""",5
"Say Gretchen Carlson said, ""The 2nd Amendment Was Written Before Guns Were Invented.""",2
"Says rejecting federal aid to expand Medicaid in Texas will ""send $9 billion in federal taxes paid by Texans to other states to insure their working poor.""",5
"The Confederate battle flag at the South Carolina statehouse ""must fly at a height of 30 feet. Any changes -- taken down, or even at half-staff, if that can be done -- must be passed by a supermajority of the General Assembly.""",0
"""I am now the No. 2 member of this House in terms of length of service.""",0
"""Between the first and second quarters of 2018 — after the tax cuts were enacted — real wages fell by 1.8 percent.""",4
"""From 2000-10, U.S. manufacturing employment shrank by a third after holding steady for 30 years.""",3
"The Chamber of Commerce says new carbon regulations will kill ""244,000 jobs a year"" and cost average families ""$1,200 a year.""",5
"A gun ""background check is futile. Something like 42 (people during the) last year … were prosecuted for trying to buy a gun with a criminal record out of 11 million.""",1
The 1986 Challenger Space Shuttle disaster was a hoax; the crew did not die and are still alive today.,2
"""John Kerry was at 4 percent in the polls in December of 2003...and he ended up becoming the nominee of the party.""",1
"Says that in Ohio ""right now, you could be 8½ months pregnant and have an abortion for no reason.""",3
"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.""",5
"""More than half of our unemployed Ohioans have been out of work for six months or more.""",3
"""After Texas defunded Planned Parenthood, both the unintended pregnancy and abortion rates dropped.""",4
On support for Ted Cruz,1
"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",5
"""It took Obama six months to pick out a family dog,"" but he's ""cramming health care reform down the country's throat in a fraction of that time.""",4
"Quotes Kurt Cobain saying in 1993 that he wouldn’t be surprised if his generation eventually elected a ""true outsider"" a ""business tycoon who can’t be bought"" … ""someone like Donald Trump""",2
"""Crime is rising.""",2
"Says she ""voted for a statewide fracking ban.""",1
"""We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.""",0
"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",0
"Charles Francis ""vows to slash funding for parks and open space.""",4
"Says there are thousands of registered voters over 110 years old in North Carolina, including one who is 219 years old.",5
"Rick Santorum says Rick Perry requested 1,200 earmarks as governor of Texas.",2
"""We’re. . . keeping and creating jobs in our state. From American Greetings, to Wendy’s, to Diebold, we’ve gone to their doorsteps to keep jobs right here in Ohio.""",0
"Says she has ""quadrupled agents to secure our border.""",4
"""One generation ago we led the world in college graduation. We're 16th today.""",3
"Donald Trump would ""engage in a risky scheme to privatize Social Security.""",4
“The CDC can detain anyone with a fever — indefinitely. … Vaccination (is) a way people could get out of detention.”,5
"Says Dean Heller ""broke that promise"" to protect expanded Medicaid.",1
"""Gov. Pence said, inarguably, Vladimir Putin is a better leader than President Obama.""",3
"""National Guard storms Mexico border, makes game-changing impact in just 30 days""",3
Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”,2
"""Navy destroyer strikes a building in downtown Houston.""",2
"""Today President Obama said there will NOT be a National Day of Prayer in May.""",2
"""They talk about this problem with binding arbitration. It doesn’t make a lot of sense to me to have somebody from Los Angeles fly into Zanesville and impose a wage settlement on you ... and then they’re on the plane back to Los Angeles.""",2
"""There was never a single shred of evidence presented to anyone"" that the attacks in Benghazi, Libya, were ""spontaneous, and in fact, the CIA themselves understood that early on.""",1
"The debt-ceiling bill ""doesn’t cut the debt. It will add about $7 trillion in new debt over the next 10 years.""",4
“Anybody that wants a test (for the coronavirus) can get a test.”,2
"Says Mitt Romney suggested that ""employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage.""",0
"""The Dems and their committees are going ‘nuts.’ The Republicans never did this to President Obama.""",4
Says police are warning shoppers to use wipes to clean their carts over deadly risk of fentanyl residue.,5
"The poorest counties in the U.S. are in Appalachia and ""happen to be more than 90 percent white.""",1
"""Just the last three weeks, on average about 23,000 women, children, men are coming over across the border illegally as family units or as unaccompanied children.""",0
"The U.S. has to go to ""plane graveyards"" and museums to get parts for its 20-year-old jet fighters while it sells new jets to other countries.",3
"Africa is spending ""the highest percentage of their GDP on education of any part of the world.""",5
"""We spend more per student than almost any other major country in the world.""",0
"Says the first word spoken from the moon was ""Houston.""",5
"Wisconsin Gov. Scott Walker’s ""budget okays disposing of unclaimed pound dogs to university research facilities.""",5
"""Harry Reid says he does more for Nevada. He's done more for unemployment. We were at 4.4 percent. Now we're at 14 percent. He's done more for the foreclosure rate. We have the highest foreclosure rate in the nation. He's done more for bankruptcy. We have the highest bankruptcy rate in the nation.""",1
"Says a careless attitude and ""poor oversight by the Texas Department of Agriculture"" led to deaths and illnesses traced to a Texas peanut plant.",1
"""There have been 44 plans submitted affecting 90 school districts. And the Scott administration has rejected all of them.""",5
"""Workers have begun removing spires of Cinderella Castle at Magic Kingdom ahead of Hurricane Dorian.""",5
"""A simple review of the Backroom’s health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.""",2
"""The elimination of income and sales taxes in New York is equal to 9 percent of taxable income, meaning that if you make $100,000 a year you lose $9,000""",5
"""As mayor, every year I was in office I did reduce taxes.""",1
"""Our Navy has shrunk from more than 500 ships in 1991 to 275 in 2016.""",3
"Says ExxonMobil ""fought to kill"" a rule requiring oil and mining companies to disclose payments made to foreign governments.",0
Says President Donald Trump has donated $1 million to a relief fund for the Bahamas in the wake of Hurricane Dorian while no other politicians have contributed any money.,5
Jason Carter supports using Georgia tax dollars to promote Obamacare,4
"The United States imports ""50 percent of at least 50 mineral commodities each year, including 100 percent of 21 of them.""",3
"Republicans ""made it easier to buy a gun"" in states they won in 2010.",4
"Says that he did ""not exactly"" say that communities have the right to ban mosques.",5
"Says HB2 has hurt North Carolina’s economy by ""one-tenth of 1 percent of our annual GDP.""",0
Says Russ Feingold voted to give Social Security benefits to illegal immigrants,5
"""I used tax cuts to help create over 80,000 jobs in New Mexico.""",3
Says Texas wildfires are linked to climate change.,1
“Car thefts (are) increasing in 8 of the 10 most populous (Wisconsin) counties.”,3
"Teacher pay has increased under Republican leadership every year for the past 5 years.  In fact, even according to the national teacher's unions own rankings, NC ranked number 2 in the U.S. for fastest rising teacher pay 2016-2017.",3
Roughly 700 Georgians die needlessly each year because they are too far from a trauma center.,4
"""The fact is, in the past year we have had more tax cuts than almost any time in our nation's history.""",1
"""Tim Kaine doubled down in his support of devastating defense cuts, saying the ‘the deal was the right thing to do.’""",1
"He's been endorsed by ""every major newspaper here in the state of Texas.""",0
"""Hate speech is not protected by the first amendment.""",5
Says the CDC now says that the coronavirus can survive on surfaces for up to 17 days.,5
"Says President Obama's ""grandmother in Kenya said he was born in Kenya and she was there and witnessed the birth.""",5
"""Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.""",5
"""300,000 pounds of rat meat sold as chicken wings across America.""",2
"Says Donald Trump ""has a long history of exporting jobs overseas.""",1
"""[Georgia] Republicans have mismanaged unemployment benefits.""",5
"Planned Parenthood is ""the only health care that a significant number of women get. About 30 percent of women, that's their health care.""",2
"""Out of 860 bills (Sen. Bill Nelson has) introduced in Congress, only 10 have passed.""",4
"""You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.""",3
"""The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration.""",1
"Transporting drugs ""is the price of admission"" for people crossing the border illegally.",2
"""A third of all the young people in America are not in America today because of abortion, because one in three pregnancies end in abortion.""",5
Says he lived in a colonia while working as a farm worker.,5
New provisions of the health care law bar the use of flexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,0
"Fundamental changes made to the language describing the Wisconsin Idea in the University of Wisconsin System's mission statement were the result of a ""drafting error.""",2
"""I have 2 and a half million more votes than he (Sanders) does.""",3
"Says special counsel Robert Mueller ""has brought in Democrat campaign donors at a very high level"" on his team of lawyers.",1
"""Frankly, (Hillary Clinton) doesn’t do very well with women.""",2
"""The firefighter and police officer pension system is not headed for bankruptcy, far from it. That’s because New Jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system.""",1
"John Adcock and Republicans’ plan for health care ""would get rid of coverage altogether for thousands of families and raise premiums on the rest of us.""",5
"""If you look at our tax mix, the share of corporate revenues as a percentage of our overall revenue mix has declined by about half over the last 30 years.""",1
"Rick Scott's former health care company, Columbia/HCA, committed ""fraud.""",0
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",3
"Says middle class taxpayers ""subsidize Walmart’s horrendously low wages to the tune of at least $6.2 billion every year.""",4
"Wisconsin women ""are paid 81 cents to the dollar of a man doing the same job.""",5
"Says his plan to raise car registration to $56 would still leave Virginia with a fee that’s ""equal to or lower than most states.""",2
"""Adolf Hitler confiscated all the weapons — took all the weapons, had a registry of everybody — and then on the night of June 30, 1934, sent out his secret police and murdered all of his political opponents.""",5
"Says Hillary Clinton ""wants to increase Syrian refugees to this country by 550 percent.""",0
"""There are no background checks on long guns (AR15s) in Texas.""",4
"""Bump stocks are already illegal in the state of New York. You can't buy one.""",4
"""When you sanction the Iranian central bank, that will shut down (Iran's) economy.""",1
"Says 93,000 blacks didnâ€™t vote in Milwaukee (in 2016)",3
"A DeKalb sewer project ""will create up to 4,000 direct jobs per year at peak production, many of which will be set aside exclusively for DeKalb residents.""",3
"Says House Democrats’ impeachment inquiry of President Donald Trump ""doesn’t feature the opposition party, it doesn’t feature cross-examination.""",5
"""By the end of this decade, the interest we owe on our debt could rise to nearly $1 trillion.""",1
"""Bob Menendez actually voted in favor of higher taxes more than 70 times!""",4
"Says Bill de Blasio is ""banning hot dog sales to stop climate change.""",5
"Says her representation of an ex-boyfriend ""who was then my friend"" in a family law case is ""something that lawyers do on a regular basis.""",5
"RNC version of a Hillary Clinton valentine: ""Roses are red, violets are blue, I'll raise your taxes and there is nothing you can do.""",2
"""Independent analysts say (Donald Trump) would add $30 trillion to the national debt.""",1
"""In K-12 education, our kids are scoring at the bottom of science and mathematics right now in the industrialized world -- at the bottom.""",5
Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.,5
"""13 percent of Americans, the lowest ever, are without health care.""",1
"""New law (in California) makes it illegal to shower and do laundry on same day""",5
"""All non-US citizens, illegal or not, will be provided with free health care services.""",2
"Says Sen. Richard Blumenthal said he served in Vietnam in ""Da Nang Province. Soldiers dying left and right as we battled up the hill."" And ""then he cried when (the press) caught him.""",5
"Says the Philadelphia shootings were ""fake"" and that police officers sprayed ""fake blood on themselves.""",2
"""Texas legislators have filed voucher proposals in every legislative session since 1995, but all of them have failed to become law.""",0
"""Barack Obama, right now, No. 1, over seven years has dramatically degraded our military.""",4
"""Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.""",5
"While Americans pray for Paris, the government has acted on mandatory national vaccinations.",2
"""The Interior Department has only 30 days to review an exploration plan submitted by an oil company. That leaves no time for the appropriate environmental review. The result is, they are continually waived.""",3
"Says she couldn't take  stimulus money because it required ""universal building codes.""",5
"""There’s a hacking conference that’s held every year in Las Vegas, where I think a 14- or 15-year old-girl from Florida hacked into a replica of Florida’s election system in less than 15 minutes.""",4
"“I pay $165 a month on my student loans for the next 13 years to pay them off. With Bernie Sanders’ plan, my student loans will be forgiven. I’ll only have to pay $450 extra in taxes a month for the next 25 years to make sure I’ll have no more student debt.”",5
"Says CNN's Wolf Blitzer was wrong to say that ""the wealthiest Americans, they pay the most in taxes already -- 50 percent of Americans don't even pay any federal income tax.""",5
"""During my eight years as county executive, we cut the number of county workers by 20 percent.""",0
"""Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented.""",5
"Wisconsin education agency ""urged white students to wear white wristbands ‘as a reminder about your (white) privilege.’ """,4
"""In Africa, a child dies every minute because of (malaria).""",3
"""Let's not blame President Bush for all of this. We've got a Congress who sat around on their hands and done nothing but spend a lot of money ... leaving us $9-trillion in debt that we're passing on to our grandchildren.""",1
"""We have been confronted with an unexpected storm that has hit the metropolitan area.""",4
"""After 9/11, Jim put us all first by serving for 23 months in Iraq, the war’s longest tour.""",4
"""There are corporations in this nation, some of the biggest corporations in this nation, who do not pay taxes.""",0
"Former President Barack Obama gave Presidential Medals of Freedom to Bill Cosby, Anthony Weiner and Harvey Weinstein.",2
"The National Rifle Association was ""founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan.""",2
"""Indiana actually has a higher gas tax than Illinois does even with the increase in (Illinois’) taxes.""",5
"""When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent.""",5
"""Matt Rosendale supports plans that don’t have to cover (pre-existing conditions).""",0
"Says neither President Barack Obama nor Mexico President Felipe Calderon ""have been on the border to see what's happening to the citizens of Mexico, and for that matter the citizens of Texas.""",1
"""Florida high schools are four out of the top 10 in the entire United States.""",1
"Says Dan Bishop ""took the only vote from either party — the only vote — against pharmacists being able to tell people about lower-cost drugs.""",1
Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,0
Says Oprah Winfrey’s house “has been seized and they are excavating the property and digging up the tunnels!”,2
"Without a Medicaid expansion, 275,000 more Ohioans could be getting their primary care in emergency rooms, costing ""everybody a lot of money.""",3
"""In states where the federal government helps run these (health care) marketplaces, the average American will have more than 50 different plans to choose from, with different levels of coverage.""",1
“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”,5
"""Male birth control testing stopped after men’s testicles start exploding in India.""",2
On how money from a possible lease of the Ohio Turnpike would be used,1
"Last year, ""for the first time in 51 years, the cost of prescription drugs actually went down.""",4
"Says President Barack Obama ""appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.""",1
"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnell’s ""political agenda.""",0
"""We were able to provide $428 million worth of property tax relief.""",3
"""It is wrong for the average federal worker today to make more than $100,000 while the average private-sector worker makes less than $70,000.""",1
"Says ""city leadership is threatening to lay off police and emergency services personnel to balance the budget.""",5
"In most Muslim countries, ""We can't have a church. We're not able to build synagogues. It's forbidden.""",5
"""This type of mass violence does not happen in other advanced countries. It doesn’t happen in other places with this kind of frequency.""",4
Tax increases under Michigan Gov. Jennifer Granholm led to state unemployment going from 6.8 percent to 15.3 percent.,4
"Says James Comey suggested and CNN reported that the basis of the wiretapping warrant for Trump adviser Carter Page was ""all based on a dossier.""",4
"""The president said he was going to create daylight between ourselves and Israel.""",3
"""The (health reform) legislation which Washington passed last year has made it more difficult to hire"" because it’s increased costs for employers.",4
"""The reality is, with a $2 trillion-a-year health care budget, we're spending more on health care, nearly 17 percent of our gross domestic product, versus 3.8 percent of GDP on the entire military budget.""",4
"""Trey Gowdy breaks his silence after 2 of his investigators are found tortured and killed.""",2
"In Virginia, ""the woman has the right to talk to the doctor who’s going to perform the abortion and (Democrats) wanted to strip that out.""",4
"On Sandra Day O'Connor: ""I think one reason she was a good judge is she had no judicial experience"" before she joined the Supreme Court.",5
"""We have 5 percent of world population. 80 percent of opioids.""",5
"""Although we have twice the population of Greece, the state of Florida employs three times fewer government employees.""",1
"Says the United States has ""the world’s greatest health care system.""",1
"""The problem with invasive species today in the Great Lakes isn’t ballast water.""",0
"Says Lee Leffingwell ""raised property taxes 20 percent in three years.""",1
"Says Republican gubernatorial candidate Scott Walker ""increased his own pay by $50,000.""",2
"""Providence is one of the busiest fire departments for its relative size in the country.""",0
"Says Ohio Treasurer Josh ""Mandel first claimed bank fraud in June 2010 but did nothing for more than a year while raising money for his (Republican) Senate campaign.""",2
"""The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.""",3
"""It was (Rob Portman’s) job to stop China’s illegal dumping of steel. He failed, looked the other way, did nothing.""",5
"For 21 countries in Sub-Saharan Africa, ""we simply do not have data to say anything about trends in poverty.""",3
"""Black Panthers Just Took Over City (Atlanta) – All Out War On Election Day""",2
Says Bill O'Reilly wrote a post claiming that the coronavirus was created as a bioweapon by the Chinese government.,2
"""Schools in Austin Independent School District are teaching children as young as 4 years old that their gender is fluid – that they’re not a boy or a girl and they can choose whichever gender they want.""",4
On serving out his gubernatorial term,5
"""John McCain said...in December he was surprised there was a subprime mortgage problem.""",3
"""Florida has a law like (Indiana's Religious Freedom Restoration Act).""",1
"Says North Carolina Republican Senate candidate Thom Tillis ""supports a plan that would end Medicare as we know it.""",4
"""Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know who's done OK and who's not complaining today? The public sector. We've gained 590,000 public sector jobs.""",1
Says there are half as many students in one Georgia technical college than there were two years ago.,3
"""In Congress, (Cresent Hardy) voted to defund DACA.""",1
"""On average, women make 77 cents for every dollar men make.""",3
"""Firearms homicides are down about 40 percent"" since Texas passed concealed-gun permit law.",3
"The federal government is prohibited ""from negotiating lower prescription drug prices for our senior citizens.""",0
"Says ""As Mayor of Wilsonville, I drove TriMet out of town and replaced their bloated transit system with our own local bus line that offers better service and has saved our businesses millions of dollars.""",4
"Says Abraham Lincoln supported an agreement that allowed slavery in New Mexico ""and a law to return runaway slaves to their owners.""",1
"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",2
"Says ""these ‘Jersey Shore’ folks, they’re from New York.""",1
"""According to The Book of Revelations the anti-christ ... will be a man, in his 40s, of MUSLIM descent ... is it OBAMA??""",2
