text_a,label,entity
"In 2005 and 2007, Joe Straus received a 100 percent rating by NARAL (the National Abortion and Reproductive Rights Action League).",0,"empower-texans,unk,none,texas,abortion,voting-record"
"Before I was governor, tuition was skyrocketing and we stopped that. We capped and then we froze college tuition.",5,"george-allen,consultant,republican,virginia,education,job-accomplishments,state-budget"
DeKalb County has cut more money from its general fund budget than any local government in the Atlanta metro region.,5,"burrell-ellis,dekalb county chief executive officer,democrat,georgia,government-efficiency"
"Says Gov. Scott Walker signed abortion, sex education and discrimination bills in secret.",0,"kathleen-falk,unk,democrat,unk,transparency,women"
"Rubio's tax swap proposal ""would have been a massive tax increase.""",1,"charlie-crist,unk,democrat,florida,candidates-biography,taxes"
"Says the mayors job is to make sure that if somebody is trying to build a set of water treatment plants to cure us from cryptosporidium we dont have, we dont say yes even if CH2M Hill wants us to.",1,"jefferson-smith,state representative,democrat,oregon,city-government,government-regulation,message-machine-2012,water"
"Eighty percent of the oil were discovering, were discovering in the deep Gulf of Mexico.",0,"joe-barton,u.s. representative,republican,texas,energy"
We had the biggest drop of the rate of unemployment (in)all but 4 states.,0,"lincoln-chafee,unk,democrat,rhode island,economy,history,job-accomplishments,jobs,labor,states,workers"
"In state after state, polls make clear that the American public understands the Kelo ruling is a disaster.",3,"john-mccain,u.s. senator,republican,arizona,legal-issues"
Says he passed a bill to stop a military requirement that wounded soldiers pay for meals and phone calls.,2,"barack-obama,president,democrat,illinois,military"
Says Rick Perry proposed a binational health insurance program with Mexico.,3,"d-king,unk,none,georgia,immigration"
"This generation, on average, is starting their careers, if theyve been to a four-year college, with just under $30,000 in debt.",2,"tammy-baldwin,u.s. representative,democrat,wisconsin,debt,education,jobs"
Says TriMet spends $10.3 million in police contracts a year for 56 transit police who must respond to non-transit calls,3,"amalgamated-transit-union,unk,organization,unk,public-safety,transportation,unions"
Says a CNN anchor said that Hillary Clinton has gotten a free ride so far from the media. Were the biggest ones supporting her campaign.,0,"donald-trump,president-elect,republican,new york,pundits"
"In the mid 1990s, in our state, (Florida was) No. 1 in violent crime in America. ... The only concern I had was for the citizens of Florida, who were subjected to a violent crime every three minutes and 45 seconds.",5,"charlie-crist,unk,democrat,florida,crime"
Says Scott Walkers listening sessions are invite-only and excluding the press.,5,"dana-wachs,unk,democrat,unk,bipartisanship,government-efficiency,job-accomplishments"
The Obama White House recognizes a baby that has not been born for security purposes.,0,"national-right-life-committee,unk,none,unk,abortion"
The right-to-work states are creating a lot more jobs today than the heavily unionized states.,5,"newt-gingrich,co-host on cnn's ""crossfire"",republican,georgia,jobs"
The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009.,1,"james-woods,actor,none,unk,iraq,terrorism"
Del. Ben Chafin took money away from Southwest Virginia schools while votingto build a politicians palace.,1,"mike-hymes,human resources director,democrat,virginia,corrections-and-updates,education,state-budget"
Our tax code is so complicated it extracts $140 billion in extra tax preparation costs every year - one thousand dollars for every American family.,2,"john-mccain,u.s. senator,republican,arizona,taxes"
Spending of government money is 17 percent less than it was a decade ago.,5,"nathan-deal,unk,republican,unk,state-budget"
"One of the Planned Parenthood videos shows a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, We have to keep it alive to harvest its brain.",0,"carly-fiorina,unk,republican,california,abortion,debates"
"In 2009, the Small Business Entrepreneurship Council ranked Ohio 11th in the nation and 1st in the Midwest for overall business climate.",3,"ted-strickland,former ohio governor,democrat,ohio,economy,small-business"
Texas now has the second-highest high school graduation rate in the country. And it has the highest graduation rate for African Americans and Hispanics.,3,"rick-perry,governor,republican,texas,education"
"...some of those (tax increases) were either court-ordered, or they were voted on by the people and approved by the people for (such) things as roads.",2,"mike-huckabee,author,republican,arkansas,taxes"
"Under changes being debated, state employees in Wisconsin who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight.",1,"ed-schultz,msnbc television host,none,unk,labor,pundits,state-budget"
"North Korea has a substantial standing army, one of the largest, certainly the largest per capita, in the world.",5,"jack-reed,u.s. senator,democrat,rhode island,congress,military,nuclear,population"
"If an Iranian woman shows too much hair in public, she risks being beaten or killed.",1,"sarah-palin,unk,republican,alaska,foreign-policy"
Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he votes about 66 percent with his own party.,5,"brendan-doherty,unk,republican,rhode island,bipartisanship,congress,voting-record"
He has ushered in $3 billion in new investment.,1,"david-cicilline,mayor of providence,democrat,rhode island,candidates-biography,economy"
Says Romney flip-flopped on abortion.,5,"american-bridge-21st-century,unk,democrat,unk,abortion,message-machine-2012"
Secular Americans are the fastest-growing religious identification demographic in this country.,2,"freedom-religion-foundation,unk,organization,unk,diversity,polls,religion"
"Our countrys got this huge debt, and (President Barack) Obama says raise taxes and keep spending more.",2,"crossroads-gps,conservative advocacy group,republican,unk,deficit,economy,federal-budget,taxes"
David Perdue supports Common Core,0,"david-perdue-files,unk,none,georgia,education"
Says Hillary Clinton wants to essentially abolish the Second Amendment.,1,"donald-trump,president-elect,republican,new york,guns"
"Because of Obamacare peoples premiums ...are going up 35, 45, 55 percent.",2,"donald-trump,president-elect,republican,new york,health-care"
When I go on Letterman the ratings go up.,3,"bill-oreilly,fox news channel host,none,unk,pop-culture,pundits"
The United States is the only industrialized country that does not guarantee paid time off to care for a new child.,3,"don-beyer,8th district congressional candidate,democrat,virginia,families,women,workers"
"Eliminating earmarks ""would make barely a drop in the bucket with regard to the national debt, the deficit.""",3,"bob-barr,runs a consulting firm, liberty strategies llc,libertarian,georgia,federal-budget"
Says Joe Garcia voted to raise our utility rates.,2,"gloria-romero-roses,managing partner at nexus homes,democrat,florida,candidates-biography,energy,government-regulation,voting-record"
"Since Sherrod Brown and the Democrats rammed the economic stimulus bill through, Ohios unemployment rate has risen to 9.6 percent, above the national average.",2,"national-republican-senatorial-committee,unk,republican,unk,federal-budget,jobs,stimulus"
President Barack Obama has announced that he would not sign ANY spending bills this year unless sequestration spending cuts are eliminated.,2,"john-boehner,speaker of the house of representatives,republican,ohio,congressional-rules,federal-budget"
The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.,4,"ted-cruz,senator,republican,texas,terrorism"
Many of the top officials at the Port Authority earn more money than the governors of the states that have jurisdiction over them.,5,"john-wisniewski,state assemblyman,democrat,new jersey,transportation"
"Vagina. Because apparently, saying that word in the Michigan State House of Representatives can get you a two-day ban from speaking on the floor.",3,"facebook-posts,social media posting,none,unk,abortion"
"Mike Madigan made a fortune on tax appeals Saving his friends millions... Its an inside game played by people like Merry Marwig, Madigans hand-picked candidate. When Marwig thought her property taxes were too high she got them lowered at your expense. Saved so much she did it again. Marwig and Madigan: Profiting from the same corrupt system.",0,"citizens-michael-mcauliffe-and-house-republican-or,unk,republican,illinois ,taxes"
Says I was the first governor in America to endorse Mitt Romney.,4,"chris-christie,governor of new jersey,republican,new jersey,candidates-biography,elections"
Barack Obama's plan gives a driver's license to any illegal who wants one.,0,"national-republican-trust-pac,unk,republican,unk,immigration"
Two-thirds of American families rely on the mothers income to stay above the poverty level.,0,"maria-shriver,nbc news correspondent,none,unk,economy,poverty,women"
"After 9/11, Jim put us all first by serving for 23 months in Iraq, the wars longest tour.",0,"jim-mowrer,unk,democrat,iowa,public-service"
Oil production from federal waters in the Gulf of Mexico reached an all-time high in 2010.,2,"barack-obama,president,democrat,illinois,energy,history,oil-spill,market-regulation"
"In the 80s, Democrats promised spending cuts, but delivered only tax hikes.",1,"ron-paul,u.s. representative,republican,texas,economy,new-hampshire-2012,taxes"
Says hewas one of the chief architects of balancing the federalbudget.,3,"john-kasich,governor of ohio as of jan. 10, 2011,republican,ohio,federal-budget"
Only half of the murders in the city of St. Louis get solved.,5,"catherine-hanaway,candidate for governor of missouri,republican,missouri,crime"
The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.,5,"bob-barr,runs a consulting firm, liberty strategies llc,libertarian,georgia,civil-rights,terrorism"
"Says indoor workers get less UV than outdoor workers, but they get more melanomas.",0,"joseph-levy,unk,organization,unk,children,government-regulation,health-care,public-health"
Im beating (Kelly Ayotte) in the polls by a lot.,4,"donald-trump,president-elect,republican,new york,polls"
A majority in every state favors path to citizenship for undocumented immigrants.,3,"state-democratic-party-wisconsin,unk,democrat,wisconsin,immigration"
We are one of the most expensive [bus] rides in New England.,3,"charles-odimgbe,ceo, rhode island public transit autority,state-official,rhode island,transportation"
"In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.",0,"jim-rubens,small business owner,republican,new hampshire,health-care,voting-record"
"If Cory Gardner gets his way, youd better stock up on condoms.",4,"naral-pro-choice,unk,organization,washington, d.c.,abortion"
Says for the duration of this recession not a single person in government middle management has lost (a) job or taken a pay cut.,4,"jeff-kruse,state senator,republican,oregon,government-efficiency,state-budget"
Says Gov. Chris Christie has now come up with a new agenda for ethics reform in September 2011.,0,"john-wisniewski,state assemblyman,democrat,new jersey,ethics"
"The Baucus health care bill ""could be used to ban guns in home self-defense.""",1,"gun-owners-america,gun rights advocacy group,none,virginia,guns,health-care"
"Gov. Scott Walker received a $7,300 pay raise.",1,"state-democratic-party-wisconsin,unk,democrat,wisconsin,state-finances"
Tennessees grocery tax is one of the highest in the nation.,5,"tennessee-democratic-party,unk,democrat,tennessee,taxes"
"Says when Bernie Sanders was in college, Sanders said something very similar to what conservative Wisconsin Supreme Court Justice Rebecca Bradley had written as a college student in the 1990s -- that women have a legitimate role in date rape.",2,"bill-mccoshen,unk,republican,unk,candidates-biography,crime,sexuality,women"
Says Michigan U.S. Senate candidateTerri Lynn Land said guaranteeing equal pay for women who do the same job as men is not a good idea.,0,"democratic-senatorial-campaign-committee,unk,democrat,unk,message-machine-2014,women"
"Says he has repeatedly praised Chuck Hagels character, patriotism, bravery, and personal service defending our nation.",2,"ted-cruz,senator,republican,texas,congress,foreign-policy,job-accomplishments,patriotism"
The Republican-controlled Wisconsin Senate approved a bill denying veterans the right to recover their medical costs for cancers they developed while serving their country.,0,"chris-larson,wisconsin senate minority leader,democrat,wisconsin,environment,military,veterans"
"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.",1,"mitt-romney,former governor,republican,massachusetts,taxes"
Accuses Ed FitzGerald of pay-to-play and corruption politics.,4,"republican-governors-association,unk,republican,washington, d.c.,candidates-biography,criminal-justice,ethics"
The vast majority of our public school students are receiving less state support than their private voucher peers.,2,"sondy-pope,state representative,democrat,wisconsin,education,state-budget,state-finances"
Ten percent of violent deaths in the U.S. each year are due to strangulation.,0,"roberto-dasilva,police officer,democrat,rhode island,crime,criminal-justice,legal-issues,women"
Says President Barack Obama is sending a much larger (force) to deal with Ebola than ISIS is getting.,1,"brit-hume,fox news political analyst,none,unk,ebola,foreign-policy,iraq,military,public-health,terrorism"
Says U.S. Senate opponent Eric Hovde supported billions in stimulus for high-speed rail and billions more to bail out banks.,2,"mark-neumann,developer and homebuilder,republican,wisconsin,federal-budget,financial-regulation,infrastructure,message-machine-2012,stimulus,transportation"
"Young women, account for a shocking 74% of all new HIV infections among adolescents in Africa.",3,"justin-trudeau,prime minister of canada,liberal-party-canada,unk,public-health"
U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris.,1,"harry-reid,senate democratic leader,democrat,nevada,legal-issues"
The Democrats in the Senate last year introduced a constitutional amendment to repeal the free speech protections of the First Amendment.,0,"ted-cruz,senator,republican,texas,campaign-finance,legal-issues"
The United States is numberonein the world in energyresources;Russia isnumber two.,5,"george-allen,consultant,republican,virginia,energy"
"In 2012, 123 African-Americans were shot dead by police. ... Same year, 326 whites were killed by police.",0,"bill-oreilly,fox news channel host,none,unk,crime,diversity,urban"
Says Marco Rubio was for immigration reform and a pathway to citizenship before he was against it.,0,"debbie-wasserman-schultz,u.s. representative, florida district 23,democrat,florida,immigration"
The ocean is now much more acidic . . . than it has been for many millions of years.,2,"al-gore,cofounder of generation investment management and current tv, visiting professor and author,democrat,tennessee,animals,climate-change,economy,energy,environment,history,population,public-health,science,weather"
Less than 1 percent of all the education dollars that we spend are spent on private (school) voucher programs.,2,"ted-kanavas,lobbyist and pundit,republican,wisconsin,education"
Says Hillary Clinton wants to increase Syrian refugees to this country by 550 percent.,5,"mike-pence,governor,republican,indiana,foreign-policy,human-rights,immigration,terrorism"
We are at a 40-year low in our crime rate in our state.,5,"rick-scott,governor,republican,florida,crime"
The (New England) Patriots were led by an explosive offense that scored the second most points in the NFL.,3,"rhode-island-senate,unk,government-body,unk,history,sports"
Says New Jerseys tenure law has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure.,1,"chris-christie,governor of new jersey,republican,new jersey,education"
"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise.",1,"jill-stein,presidential nominee,green,massachusetts,climate-change"
"In every single country, she had a majority of the vote -- or more of those who'd already made up their minds.",3,"hillary-clinton,presidential candidate,democrat,new york,elections"
"Everyone on Californias roads is properly licensed, tested and insured.",4,"luis-alejo,assemblyman,democrat,california,public-safety,transportation"
"In some states, African-Americans are three times more likely to be sentenced to death than whites for the same crime.",2,"van-jones,co-host of cnn's ""crossfire"",democrat,washington, d.c.,crime,criminal-justice"
Says GOP U.S. Rep. Sean Duffy of Wisconsin voted twice to end Medicare.,4,"pat-kreitlow,unk,democrat,unk,medicare"
More people are losing their insurance (due to Obamacare) than are becoming newly insured.,1,"herman-cain,unk,republican,georgia,health-care"
"The immigration bill includes free Obamacars, motorcycles or scooters.",4,"blog-posting,unk,none,unk,immigration,transportation,welfare"
My numbers are better right now than Ronald Reagans numbers were with Jimmy Carter.,1,"donald-trump,president-elect,republican,new york,history,polls"
"Seventy bills [Kendrick Meek] authored, not one of them has passed.",2,"jeff-greene,unk,democrat,florida,job-accomplishments"
"In Florida, for eight years we cut taxes every year, totaling $19 billion.",2,"jeb-bush,unk,republican,florida,state-budget,taxes"
"Under Obama's budget plan, families making over $250,000 are going to lose their mortgage deduction, their charitable deductions.",4,"cynthia-lummis,u.s. representative,republican,unk,taxes"
I have always said that I would be for drilling.,4,"connie-mack,u.s. representative from fort myers,republican,florida,candidates-biography,climate-change,energy"
Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.,3,"sally-kohn,unk,columnist,unk,health-care,supreme-court"
"Says he vetoed $250,000 from the budget for a program to learn how to catch rainwater.",3,"rick-scott,governor,republican,florida,state-budget"
"In the event of a U.S. strike on Syria, the Russians will replace the weapons immediately. Theyve said it on the record. Theyve suggested they might even replace it with better stuff.",0,"alan-grayson,u.s. house of representatives,democrat,florida,foreign-policy,military"
"The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.",5,"michael-hayden,former director of the cia,none,unk,iraq,terrorism"
The racial and ethnic makeup of the Gwinnett County Sheriffs Office mirrors the community it serves.,5,"butch-conway,gwinnett county sheriff,republican,georgia,county-government,crime,criminal-justice,diversity,jobs,public-safety"
The city of Clarkston cant decriminalize marijuana. Only state legislators and Congress can do that.,5,"vernon-keenan,director of the georgia bureau of investigation,none,georgia,drugs"
I fought to bring about the largest private-sector infrastructure project in North American history.,2,"sarah-palin,unk,republican,alaska,energy"
"Two years ago motorists in Ferguson, a city of 20,000 people, received 31,000 citations. Thats at least one citation per person plus 10,000 for visitors. The city is still surviving only on traffic tickets; theres virtually no industry there.",0,"emanuel-cleaver,u.s. house of representatives,democrat,missouri,city-budget,diversity,legal-issues"
Californias proposed tobacco tax diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who dont have to help even one more patient.,0,"no-56-campaign,unk,organization,unk,elections,public-health,taxes"
A Democratic poll operation shows that Fox News is the most trusted news operation in the country.,5,"bill-oreilly,fox news channel host,none,unk,bipartisanship,pop-culture,pundits"
"If you care about the environment, weve got record funding.",4,"rick-scott,governor,republican,florida,environment"
"It was (Rob Portmans) job to stop Chinas illegal dumping of steel. He failed, looked the other way, did nothing.",1,"ted-strickland,former ohio governor,democrat,ohio,china,trade"
"After Arizona banned smoking in all public places in 2007, admissions for acute myocardial infarction stroke, asthma, [and] angina decreased following the implementation of the ban.",2,"richard-morrison,state representative,democrat,rhode island,public-health,market-regulation,states"
Says Mitt Romney has flip-flopped on abortion rights.,5,"rick-perry,governor,republican,texas,abortion"
"A black male baby born today, if we do not change the system, stands a one-in-three chance (of) ending up in jail.",3,"bernie-s,u.s. senator,independent,vermont,crime,criminal-justice,diversity"
Joe Straus is the first Jewish speaker of the Texas House.,3,"john-oliver,host, last week tonight,none,unk,religion"
Fox News said the New Black Panther Party decided the election for Barack Obama.,1,"rachel-maddow,msnbc host,none,unk,civil-rights,elections,pundits"
We have provided at least 16 tax cuts to small businesses.,3,"barack-obama,president,democrat,illinois,economy,small-business,taxes"
"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.",0,"house-majority-pac,unk,democrat,washington, d.c.,health-care,taxes"
Says Donald Trump is a guy who has called for privatization of the Veterans Administration.,0,"tim-kaine,u.s. senator,democrat,virginia,health-care,veterans"
Undocumented workers crossing the border right now is at a 12-year low.,3,"gary-johnson,presidential candidate,libertarian,new mexico,immigration"
"We had 2 percent of the global market (for advanced batteries) when he (Obama) started. We now have 16 percent, headed to 40 percent by 2015.",2,"david-axelrod,unk,democrat,unk,energy,environment,abc-news-week"
$6 billion water bond program voters passed in 2011 has yet to be tapped.,3,"independent-texans,unk,none,unk,state-budget,state-finances,water"
"Says about 100,000 kids in this country leave their home state and go to another state to be educated. Out of that 100,000 young people, 30,000 of them are from New Jersey, by far the largest amount.",2,"lou-greenwald,state assemblyman,democrat,new jersey,education"
"(Obama) did accept donations from lobbyists and PACs and he spent money in this campaign from that, through his political action committee.",5,"bill-clinton,former president,democrat,arkansas,ethics"
Says Rick Scott gave a deposition in which he invoked the Fifth Amendment 75 times about his dealings as head of Columbia/HCA hospital chain,3,"florida-democratic-party,unk,democrat,florida,health-care,legal-issues,message-machine"
Immigrants have captured all of the nearly 9 million jobs created since 2000.,0,"peter-morici,unk,republican,unk,economy,immigration,jobs"
The world food demand is going to double sometime between now and 2070.,5,"roy-blunt,senator,republican,missouri,poverty"
Alabamians havent changed their opinion on same-sex marriage since voting to ban it in 2006.,2,"roy-moore,chief justice of the alabama supreme court,republican,alabama,gays-and-lesbians,legal-issues"
All (Maryland) crabs are born in Virginia.,3,"terry-mcauliffe,governor,democrat,virginia,animals,science"
"Says U.S. Sen. Ron Johnson opposes faster broadband internet in small towns and got nearly $90,000 in campaign contributions from the telecom special interests.",2,"state-democratic-party-wisconsin,unk,democrat,wisconsin,infrastructure,technology"
Every major study that has been done by a legitimate group ...shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.,1,"john-kerry,secretary of state,democrat,massachusetts,cap-and-trade,climate-change,abc-news-week"
Texas legislation would allow teachers to kill their students if they felt it was needed.,2,"greenville-gazette,website,none,unknown,children,crime,criminal-justice,education"
Every poll said I won the debate.,2,"donald-trump,president-elect,republican,new york,polls"
"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.""",3,"barack-obama,president,democrat,illinois,foreign-policy"
Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions.,5,"neera-tanden,president of the center for american progress,newsmaker,unk,gays-and-lesbians,marriage"
The president is advocating a drone strike program in America.,1,"rand-paul,candidate for u.s. senate and physician,republican,kentucky,civil-rights,terrorism"
"Over the history of Austin, its always gotten more expensive.",0,"mike-martinez,member, austin city council,democrat,texas,economy,history"
Neither Hillary Clinton or Donald Trump has a plan to address the civil war in Syria.,3,"julie-pace,white house reporter, associated press,journalist,washington,corrections-and-updates,foreign-policy,military"
Says a voter-adopted constitutional amendment instructed a state board headed by Jerry Patterson to put $300 million in investment earnings into a fund supporting public school operations.,0,"progress-texas,unk,none,texas,education,state-budget"
"There have been multiple media reports about (Donald Trumps) business dealings with the mob, with the mafia.",5,"ted-cruz,senator,republican,texas,candidates-biography,crime"
"The Greenlight Pinellas 1-cent sales tax is permanent, we never get to vote on this again.",2,"no-tax-tracks,unk,organization,unk,taxes,transportation"
Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.,5,"wisconsin-family-action,unk,none,wisconsin,candidates-biography"
He's promising four more years of an administration that will push for the privatization of Social Security...,1,"barack-obama,president,democrat,illinois,economy"
"The average person only pays about $1,800 in state taxes which is the lowest of all 50 states.",3,"rick-scott,governor,republican,florida,taxes"
The Austin Independent School Districts graduation rate reached an all-time high of 82.5 percent in 2012.,5,"meria-carstarphen,superintendent, austin independent school district,none,texas,education"
Says Scott Brown voted with President Barack Obama 70 percent of the time in 2011.,3,"jim-rubens,small business owner,republican,new hampshire,bipartisanship,voting-record"
"ISIS lures women with kittens, nutella.",0,"cnn,unk,none,unk,terrorism,women"
"In the past six years alone, changes to the pension formula have saved over half a billion dollars.",0,"rhode-island-retirement-security-coalition,unk,organization,rhode island,labor,legal-issues,retirement,state-finances,unions,workers"
"Texas added 6,600 miles of highway from 2001-2012, more than any other state.",2,"rick-perry,governor,republican,texas,infrastructure,states,transportation"
"Premeditation, in murder cases like the Oscar Pistorius case, can be formed in the twinkling of an eye.",0,"nancy-grace,unk,none,unk,crime,criminal-justice,legal-issues"
Says in the last five years Senate Republicans have placed a filibuster on every piece of legislation and every nominee.,1,"carla-axtman,blogger,columnist,oregon,congress,congressional-rules,government-efficiency"
Every major newspaper in Texas calls David Dewhurst a moderate.,0,"club-growth,unk,none,unk,bipartisanship"
Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts.,5,"loretta-weinberg,state senator,democrat,unk,health-care,women"
"Last year, Korea sold nearly half a million cars in our country. ... The United States, you know how much we sell to them? Six thousand. What kind of deal is that?",3,"marcy-kaptur,representative from ohio's ninth congressional district,democrat,ohio,economy,trade"
A married couple that use the same last name is rarer and rarer in our country.,0,"rush-limbaugh,radio host,none,unk,census,families,history,marriage,population,women"
"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",1,"chain-email,unk,none,unk,health-care"
The tax-cut deal adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform.,3,"bobby-scott,u.s. congressman,democrat,virginia,deficit,federal-budget,health-care,stimulus,taxes"
"Wrote that in 2006, Nancy Pelosi said she didnt think capturing Osama bin Laden makes us any safer, but in 2011 called his killing historic.",2,"blog-posting,unk,none,unk,homeland-security,military,terrorism"
"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.",1,"reince-priebus,chairman, republican national committee,republican,wisconsin,health-care"
"Obama ""voted for ... $3-million for an overhead projector at a planetarium in Chicago.""",2,"john-mccain,u.s. senator,republican,arizona,federal-budget"
It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.,5,"jack-reed,u.s. senator,democrat,rhode island,afghanistan,congress,military"
Says Rep. Justin Amash votes more with the Democrats than with the Republicans.,1,"mike-rogers,national security commentator for cnn,republican,michigan,congress,voting-record"
Says Mitt Romney runs away from Ronald Reagan.,0,"newt-gingrich,co-host on cnn's ""crossfire"",republican,georgia,candidates-biography,message-machine-2012"
We have the lowest percentage of Americans actually holding a job in 40 years.,3,"jeff-sessions,unk,republican,alabama,economy,jobs"
Says John Kitzhabers proposed budget for upcoming biennium represents 8 percent increase over last,0,"shawn-lindsay,state representative,republican,oregon,education,state-budget"
Undocumented immigrantspay $12 billion a year into Social Security.,2,"hillary-clinton,presidential candidate,democrat,new york,immigration,social-security"
"Says Miami-Dade mayoral candidate Julio Robaina has the highest salary among Florida mayors. More than $260,000.",2,"common-sense-now,unk,none,florida,candidates-biography"
"The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican, and Rick Santorum says he stood up and called for him to resign his chairmanship.",5,"rick-santorum,unk,republican,pennsylvania,federal-budget,new-hampshire-2012"
Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift.,4,"lou-greenwald,state assemblyman,democrat,new jersey,taxes"
"Since 2000, Texas has reduced harmful pollutants in the air like nitrogen oxide by 62.5 percent, and ozone by 23 percent--a reduction that is 12 percent greater than the national average.",2,"rick-perry,governor,republican,texas,environment"
"Californias Capitol building is second only to Disneyland, among visitor sites in the state.",1,"richard-pan,state senator,democrat,california,tourism"
"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",5,"tom-price,congressman,republican,georgia,deficit,federal-budget"
SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill.,4,"tom-cotton,u.s. house of representatives,republican,arkansas,agriculture,congress,voting-record,welfare"
"Wealthy taxpayers, not middle-income earners, get most of the deductions in the tax code.",3,"paul-ryan,u.s. representative,republican,wisconsin,income,taxes,wealth"
Saysthere are actually more people in poverty now than there were when we started the War on Poverty.,3,"jason-conger,legislator,republican,oregon,poverty,welfare"
Georgia has elected more African-American leaders than any other state in the country.,0,"nathan-deal,unk,republican,unk,diversity,elections"
There are over 200 documented cases where (Obama) has lied.,4,"wayne-rogers,unk,none,unk,ethics"
Says Barack Obama never worked in the private sector before he was elected president.,1,"mitt-romney,former governor,republican,massachusetts,candidates-biography,new-hampshire-2012"
"Ive also offered a plan that can help (fix Social Security) thats supported by Robert Reich, secretary of labor previously, in a previous administration.",1,"charlie-crist,unk,democrat,florida,social-security"
"Says Wisconsin Gov. Scott Walkers actions are directly responsible for killing at least 15,000 jobs.",1,"brett-hulsey,unk,democrat,unk,jobs,state-budget"
"Gwinnett Medical Center is operating in the negative, in part, because of illegal immigrants.",2,"renee-unterman,state senator,republican,georgia,health-care,immigration"
"47 percent of Americanscant pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.",5,"hunter-schwarz,unk,none,unk,economy,income"
House Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of earmarks.,5,"jim-demint,president, heritage foundation,republican,south carolina,federal-budget"
Ron Johnson said specifically that he hopes the first steps occur to privatize the Veterans Administration.,2,"russ-feingold,unk,democrat,wisconsin,government-efficiency,health-care,public-health,veterans"
"Under Ted Cruzs tax plan, businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.",3,"marco-rubio,u.s. senator,republican,florida,taxes"
The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2.,1,"rick-santorum,unk,republican,pennsylvania,climate-change,polls,science"
"While others place their hands over their hearts, Obama turns his back to the flag and slouches.",1,"chain-email,unk,none,unk,patriotism"
"Steve Poizner ""increased his department's budget nearly 14 percent.""",1,"meg-whitman,unk,republican,california,candidates-biography,elections,financial-regulation,message-machine"
"As a senator, Barack Obama supported ""an amendment that basically gutted the legal temporary worker program.""",3,"john-mccain,u.s. senator,republican,arizona,immigration,abc-news-week,workers"
"Ken Buck wants to outlaw abortion, even in cases of rape or incest.",5,"michael-bennet,unk,democrat,colorado,abortion,message-machine"
"While Mayor Kenney personally doesnt support DROP, he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them.",1,"lauren-hitt,mayor jim kenney's director of communications,democrat,pennsylvania,city-government"
"Republicans control the U.S. Senate with 54 seats, but those 54 senators were elected by only two-thirds the number of voters who elected the Democrats. In the Senate, the majority party represents a minority of the people.",2,"roy-zimmerman,singer, songwriter, progressive activist,activist,california,congress,congressional-rules,history,pundits,supreme-court"
Forty percent of union members voted Republican in 2008.,3,"bill-kristol,editor, the weekly standard,none,washington, d.c.,elections,labor,workers"
Says Scott Walker enacted the biggest cuts to education in our states history.,5,"kathleen-falk,unk,democrat,unk,education,state-budget,state-finances"
